spell,old20,bnc,subtlex
brogs,1.7,0,0
brogue,2.2,41,8
brogues,2.3,59,3
broil,1.9,2,14
broiled,1.9,7,8
broiler,1.85,11,10
broilers,2,6,0
broiling,1.95,8,3
broils,1.9,2,1
broise,1.85,0,0
broke,1.8,5329,5171
broken,1.9,7164,3450
broker,1.85,549,179
brokers,1.95,551,44
broky,1.95,0,0
brolds,1.9,0,0
broldstose,4.35,0,0
brole,1.8,0,0
broles,1.85,0,0
brollies,2.4,13,0
brolly,1.95,44,1
bromble,2.35,0,0
brombled,2.45,0,0
brombles,2.4,0,0
brombling,2.55,0,0
brombly,2.8,0,0
bromide,2.6,82,21
bromine,2.6,32,0
broming,1.9,0,0
bromone,2.75,0,0
brompet,2.75,0,0
brompets,2.8,0,0
bromple,2.7,0,0
brompled,2.7,0,0
bromples,2.75,0,0
brompling,2.7,0,0
bronches,1.75,0,0
bronchi,2.45,28,1
bronchial,3.35,66,11
bronching,2.05,0,0
bronchus,2.65,11,3
bronco,2.4,14,23
broncos,2.6,22,3
brone,1.6,0,0
brones,1.75,0,0
bronflos,3.5,0,0
bronged,1.85,0,0
broning,1.75,0,0
bronx,1.95,63,1
bronze,1.95,1518,90
bronzed,1.95,75,16
bronzes,2,154,5
bronzing,2.15,9,1
brooch,1.95,203,66
brooches,1.9,122,4
brood,1.65,269,52
broodchord,4.1,0,0
brooded,1.85,86,3
broodfate,3.75,0,0
broodfates,3.8,0,0
brooding,1.9,317,47
broods,1.65,64,0
broodsills,3.9,0,0
broody,1.85,30,8
brooges,2.1,0,0
brooging,1.9,0,0
broogy,2,0,0
brook,1.7,674,70
brooked,1.8,20,0
brooking,1.8,21,1
brooks,1.7,406,11
brooky,1.85,0,0
broom,1.65,332,215
broomage,3.15,0,0
broomcase,3.55,0,0
broomed,1.7,0,0
broomer,1.85,0,0
brooming,1.7,0,0
brooms,1.65,59,24
broomstick,4.05,59,41
broomsticks,4.4,18,15
broomup,2.9,0,0
broop,1.75,0,0
brooping,1.8,0,0
broors,1.8,0,0
brooseblock,4.7,0,0
broosed,1.85,0,0
broosing,1.85,0,0
broosprick,4.6,0,0
broospricks,4.7,0,0
brooster,2.3,0,0
brooted,1.8,0,0
broothed,2.35,0,0
brootier,2.35,0,0
brootist,2.95,0,0
broove,1.95,0,0
brooved,1.85,0,0
brooves,1.95,0,0
brooze,1.9,0,0
brop,1.75,0,0
brope,1.8,0,0
brops,1.75,0,0
broques,2.5,0,0
brorits,2.9,0,0
brosk,1.85,0,0
brosted,1.9,0,0
brostier,2.05,0,0
brotches,1.75,0,0
broth,1.7,149,43
brothel,2.45,165,75
brothels,2.55,89,14
brother,1.85,8529,12937
brothers,1.85,3597,1945
brothes,1.75,0,0
brothing,1.95,0,0
broths,1.85,6,1
brothstocks,4.65,0,0
brotter,1.8,0,0
brotters,1.8,0,0
brouge,1.95,0,0
brouged,1.95,0,0
brougham,2.85,48,3
broughams,3.4,4,0
brought,1.85,20364,8566
broughtly,3,0,0
brouled,1.95,0,0
bround,1.8,0,0
brounden,2.55,0,0
broundened,3.4,0,0
brounder,1.9,0,0
broundest,2.65,0,0
broundly,2.7,0,0
brout,1.85,0,0
broute,1.9,0,0
brovice,2.55,0,0
brow,1.55,786,94
browbeat,2.85,16,3
browl,1.6,0,0
browlack,3.15,0,0
browled,1.65,0,0
browls,1.65,0,0
brown,1.55,8622,1042
browned,1.75,101,4
browner,1.95,32,0
brownie,2.35,335,76
brownies,2.05,335,119
browning,1.8,486,4
browns,1.75,176,40
brownstone,3.55,20,24
brownstones,3.8,6,3
brownun,2.65,0,0
brows,1.45,411,12
browse,1.8,207,27
browsed,1.8,42,0
browses,1.85,3,0
browshy,2.65,0,0
browsing,1.9,199,48
brub,1.85,0,0
brubbed,1.85,0,0
brubs,1.85,0,0
bruckhead,3.15,0,0
brudge,1.75,0,0
brudit,2.6,0,0
brudits,2.7,0,0
brudui,3,0,0
bruiber,2.3,0,0
bruibest,2.9,0,0
bruibing,2.25,0,0
bruibings,2.8,0,0
bruicly,3,0,0
bruid,1.85,0,0
bruin,1.9,14,0
bruise,1.75,217,162
bruised,1.75,543,101
bruiser,2,68,12
bruisers,2.35,8,2
bruises,1.7,370,250
bruising,2.1,289,83
bruite,1.9,0,0
brulers,2.1,0,0
bruling,1.95,0,0
brunch,1.85,32,180
brunei,2.35,131,0
brunette,3.25,65,164
brunettes,3.25,20,18
brungs,1.85,0,0
brunt,1.85,221,24
bruntren,3.3,0,0
brunty,1.9,0,0
brurial,2.7,0,0
brush,1.75,1970,645
brushed,1.75,958,121
brushes,1.75,478,68
brushing,1.9,529,104
brushroad,3.65,0,0
brushwood,3.7,40,0
brushwork,3.65,30,1
brusque,2.9,103,4
brusquely,3.9,120,0
brusqueness,4,9,0
brussels,2.5,1512,6
brutal,2.65,754,318
brute,1.95,291,142
brutes,1.95,42,23
brutish,2.6,68,20
bruts,1.75,0,0
brutsch,2.7,0,0
bubbed,1.7,0,0
bubble,1.65,552,371
bubbled,1.75,100,3
bubbles,1.75,482,226
bubbling,1.85,355,48
bubbly,1.95,126,66
bubder,2,0,0
bubders,2,0,0
bube,1.85,0,0
bubes,1.75,0,0
bubslessed,3.75,0,0
buce,1.85,0,0
bucieu,2.65,0,0
bucieux,3.3,0,0
buck,1.2,511,612
buckaired,3.45,0,0
buckbate,2.9,0,0
bucked,1.4,105,16
bucket,1.9,999,467
buckets,1.95,405,131
buckigns,2.95,0,0
bucking,1.45,78,61
buckle,1.75,244,182
buckled,1.75,143,30
buckler,1.8,19,4
buckles,1.75,108,27
buckling,1.85,64,17
buckness,2.35,0,0
buckoche,3.65,0,0
buckop,2.55,0,0
buckops,2.7,0,0
buckots,2.65,0,0
buckpen,2.7,0,0
buckpom,2.95,0,0
buckram,3.15,41,0
bucks,1.3,385,2841
buckshot,3.05,7,47
buckskin,2.9,15,6
bucksmacked,4.4,0,0
bucktan,2.95,0,0
buckwheat,3.65,12,10
buct,1.75,0,0
bucty,2,0,0
bud,1.25,432,351
budded,1.85,19,1
buddha,2.8,178,5
buddhands,3.8,0,0
buddhist,3.3,284,9
buddhists,3.6,62,2
buddies,1.9,61,597
budding,1.75,241,32
buddled,1.6,0,0
buddy,1.9,262,4328
budelled,2.6,0,0
budemess,2.95,0,0
budeown,3,0,0
budes,1.7,0,0
budge,1.55,159,84
budged,1.5,15,6
budget,1.8,8320,491
budgets,1.9,1303,24
budgie,1.95,112,0
budgies,1.8,31,0
budging,1.65,9,8
budmy,1.95,0,0
budpen,2.35,0,0
buds,1.35,413,80
budswast,3.9,0,0
bue,1.2,0,0
bueans,1.9,0,0
bued,1.6,0,0
bueen,1.9,0,0
buell,1.85,0,0
buells,1.85,0,0
buern,1.9,0,0
buest,1.7,0,0
buets,1.75,0,0
bueue,2.35,0,0
bueued,1.95,0,0
buff,1.45,264,102
buffed,1.5,16,14
buffeits,2.75,0,0
buffer,1.65,700,78
buffered,2.35,107,2
buffers,1.7,117,10
buffet,1.85,574,212
buffets,2.25,38,11
buffies,2,0,0
buffing,1.6,25,14
buffling,1.8,0,0
buffoon,2.9,35,37
buffoons,2.9,8,11
buffs,1.5,98,7
buffsight,3.85,0,0
bufos,1.95,0,0
buft,1.75,0,0
bufts,1.8,0,0
bug,1,370,878
bugbear,2.8,23,0
bugbears,2.8,8,0
bugbet,2.35,0,0
bugbets,2.45,0,0
buge,1.65,0,0
buggain,2.9,0,0
bugged,1.3,85,129
bugger,1.6,611,145
buggered,2.4,83,12
buggers,1.75,192,40
buggies,1.95,31,21
bugging,1.4,60,229
buggle,1.75,0,0
buggy,1.75,200,108
bugle,1.75,48,65
bugler,1.65,17,17
buglers,1.75,4,2
bugles,1.7,15,11
bugs,1,297,566
bugtier,2,0,0
bugtiers,2.75,0,0
buh,1.4,0,18
buhf,1.85,0,0
buhl,1.95,4,0
buibing,1.95,0,0
buibs,1.9,0,0
buiby,1.95,0,0
buickful,3.7,0,0
buidle,1.9,0,0
build,1.85,7228,2327
builder,1.9,940,42
builders,2.2,978,26
building,1.95,19040,4690
buildings,2.8,6651,496
builds,1.9,577,170
buildup,2.45,38,59
built,1.85,12872,2040
builter,2.1,0,0
buipite,3,0,0
buirms,2.25,0,0
buirt,1.95,0,0
buit,1.6,0,0
buits,1.7,0,0
buke,1.75,0,0
bukes,1.7,0,0
bukkard,2.9,0,0
bulb,1.85,450,193
bulbous,2.75,76,10
bulbs,1.85,580,87
bulcher,2,0,0
bulct,1.95,0,0
buled,1.65,0,0
bulfs,1.75,0,0
bulge,1.75,272,35
bulged,1.7,81,1
bulges,1.85,72,5
bulging,1.8,309,34
bulgy,1.8,5,2
bulk,1.45,2170,89
bulkboads,3.45,0,0
bulkhead,2.9,91,48
bulkheads,3.45,31,4
bulkier,1.9,20,2
bulks,1.45,8,1
bulky,1.75,339,26
bull,1.05,1826,917
bullage,2.6,0,0
bullants,2.85,0,0
bullas,1.95,0,0
bullaw,2.35,0,0
bullcugs,3.2,0,0
bulldog,2.7,106,61
bulldogs,2.75,18,7
bulldoze,3.1,14,14
bulldozed,2.95,56,3
bulled,1.35,2,2
bullet,1.65,717,1676
bullets,1.7,553,843
bullfight,3.45,13,15
bullfights,3.45,7,6
bullfinch,3.6,12,1
bullfobs,2.9,0,0
bullfolds,3.5,0,0
bullfrog,3.45,11,17
bullfrogs,3.6,6,2
bullied,1.85,209,84
bullies,1.75,99,84
bulling,1.35,16,0
bullion,2.15,120,39
bullish,2.4,101,1
bullock,2.5,212,2
bullocks,2.45,101,3
bullorn,2.85,0,0
bullring,1.95,13,13
bulls,1.15,347,132
bullshag,3.5,0,0
bullshags,3.7,0,0
bullshit,3.5,148,2563
bully,1.4,378,322
bulone,2.35,0,0
bulped,1.7,0,0
bulrork,2.9,0,0
bulrorks,3,0,0
bulrush,2.85,9,0
bulsed,1.8,0,0
bult,1.45,0,0
bulwark,2.9,91,7
bulwarks,2.95,20,2
bulwosh,3.1,0,0
bum,1.3,451,726
bumb,1.6,0,0
bumbing,1.75,0,0
bumble,1.5,131,7
bumbled,1.5,5,0
bumbles,1.5,5,0
bumbling,1.6,39,19
bumbon,2.4,0,0
bumbs,1.75,0,0
bume,1.75,0,0
bumed,1.8,0,0
bumes,1.8,0,0
bumf,1.8,30,0
bumfring,2.65,0,0
bumly,1.85,0,0
bummed,1.75,6,118
bummer,1.7,18,115
bumming,1.8,8,31
bumness,2.3,0,0
bump,1.35,448,577
bumpding,2.2,0,0
bumped,1.6,355,306
bumper,1.7,303,160
bumpers,1.8,41,15
bumpfigned,4.3,0,0
bumpfirth,3.95,0,0
bumpfog,2.95,0,0
bumpier,1.8,4,2
bumping,1.65,247,89
bumpkin,2.7,15,18
bumps,1.4,204,176
bumptious,3.55,14,4
bumpy,1.75,159,85
bums,1.35,100,175
bun,1,258,111
bunble,1.75,0,0
bunch,1.6,1251,2846
bunched,1.75,104,10
bunches,1.6,152,36
bunching,1.8,45,3
bunded,1.55,0,0
bunding,1.45,0,0
bundle,1.85,751,192
bundled,1.85,371,16
bundles,1.85,273,36
bune,1.45,0,0
buneade,2.9,0,0
buned,1.7,0,0
bunes,1.5,0,0
bung,1.4,100,6
bungbead,2.85,0,0
bungdouse,3.55,0,0
bunged,1.65,25,3
bunging,1.6,17,1
bungle,1.6,43,5
bungled,1.65,63,21
bungler,1.75,3,5
bungles,1.55,7,1
bungling,1.8,59,17
bungs,1.6,8,0
bungsing,2.2,0,0
buning,1.6,0,0
bunions,2.25,7,22
bunk,1.25,291,302
bunked,1.55,12,7
bunker,1.75,308,190
bunkered,2.1,22,3
bunkers,1.75,122,34
bunkhouse,3.1,6,37
bunking,1.55,11,16
bunks,1.4,69,55
bunkum,2.65,13,0
bunlen,2,0,0
bunnies,1.9,31,77
bunny,1.7,406,430
buns,1,209,176
bunsen,2.15,34,1
bunting,1.65,115,9
buntled,1.85,0,0
buntow,2.7,0,0
bunwem,2.75,0,0
buod,1.8,0,0
buoting,1.7,0,0
buoy,1.75,78,60
buoyant,2.85,360,9
buoyed,2,76,3
buoyer,1.9,0,0
buoys,1.85,51,8
bupcies,2.4,0,0
bupe,1.95,0,0
bupped,1.65,0,0
buppling,2,0,0
buppy,1.85,0,0
bups,1.3,0,0
bupwra,2.95,0,0
bur,1.15,23,4
burb,1.55,0,1
burbick,2.9,0,0
burbine,2.25,0,0
burble,1.75,28,1
burbled,1.75,21,2
burbles,1.75,4,1
burbling,1.85,24,3
burblor,2.8,0,0
burblors,2.9,0,0
burches,1.8,0,0
burdemned,3.25,0,0
burden,1.95,2676,462
burdened,2.5,198,32
burdengths,4.25,0,0
burdens,2.05,396,45
burdle,1.75,0,0
burdock,2.75,7,0
bureau,2.55,1442,186
bureaux,2.85,381,1
burette,2.6,6,0
burfs,1.65,0,0
burg,1.55,17,27
burged,1.3,0,0
burgeon,2.3,11,0
burgeoned,3,22,0
burgeons,2.3,6,0
burgess,2,397,0
burgh,1.85,228,6
burgher,2.1,12,1
burghers,2.3,55,1
burghs,1.9,69,0
burglar,2.4,370,261
burglars,2.5,322,100
burgle,1.7,13,8
burgled,1.7,142,11
burgling,1.8,19,8
burgs,1.55,0,2
burial,2.05,910,229
burials,2.45,142,8
buried,1.7,2518,1675
buries,1.75,25,38
burke,1.9,435,3
burked,1.45,0,0
burkes,1.85,4,0
burlap,2.7,5,7
burlesque,3.5,34,33
burlesques,3.7,9,0
burlets,1.95,0,0
burlier,1.9,4,0
burly,1.8,176,16
burma,1.95,525,0
burmese,2.7,209,0
burn,1.4,1728,2372
burnained,2.85,0,0
burned,1.7,1511,1379
burnene,2.65,0,0
burnep,1.9,0,0
burner,1.85,142,91
burners,1.9,90,27
burning,1.75,2845,1393
burnish,2.25,13,0
burnished,2.4,104,2
burns,1.5,1342,539
burnt,1.85,1297,450
burp,1.7,32,59
burped,1.75,18,16
burping,1.75,19,22
burps,1.7,8,16
burr,1.65,135,15
burraged,2.6,0,0
burrays,2.35,0,0
burred,1.6,3,0
burro,1.8,7,42
burrow,1.7,334,24
burrowed,2.4,61,8
burrows,1.75,550,8
burrs,1.65,21,3
bursar,2.1,66,3
bursars,2.2,9,0
burst,1.7,2599,422
bursting,1.95,596,111
bursts,1.85,432,56
burtals,2.45,0,0
burted,1.65,0,0
burter,1.75,0,0
burthen,2.5,6,3
burthens,2.65,6,0
burting,1.5,0,0
burtne,2.05,0,0
burtned,2.05,0,0
burtner,2.25,0,0
burtnes,2.15,0,0
burton,2.05,818,1
burtons,2.15,23,0
burtrons,2.6,0,0
burttiors,3.7,0,0
burudge,2.7,0,0
burve,1.9,0,0
burved,1.7,0,0
burvedes,3,0,0
burvern,2.8,0,0
burverned,2.9,0,0
burvers,1.95,0,0
burvor,2.55,0,0
burvors,2.6,0,0
bury,1.45,904,942
bus,1,5465,3607
busby,1.9,103,0
buscer,1.85,0,0
buscered,2.6,0,0
buscers,1.95,0,0
buscet,2,0,0
buscets,2.2,0,0
buscing,1.8,0,0
buse,1.35,0,0
bused,1.55,9,1
busel,1.85,0,0
buses,1.45,1467,190
bush,1.2,3768,369
bushage,2.95,0,0
bushaged,2.95,0,0
bushchit,3.75,0,0
bushed,1.35,14,37
bushel,1.85,36,30
bushels,1.9,20,8
bushes,1.3,800,241
bushier,1.75,3,1
bushman,2.65,9,4
bushmen,2.45,22,2
bushplot,3.75,0,0
bushtreat,3.95,0,0
bushwhacked,4.15,2,11
bushwhin,3.85,0,0
bushwin,2.9,0,0
bushy,1.6,140,21
busied,1.65,130,2
busier,1.75,103,26
busies,1.65,9,1
business,1.9,35758,15850
busing,1.6,3,14
busk,1.25,14,0
busked,1.5,5,0
busker,1.7,26,0
buskers,1.85,35,0
busking,1.6,25,1
busks,1.45,0,0
busmen,1.95,17,0
busp,1.6,0,0
busper,1.8,0,0
busping,1.7,0,0
busque,2.55,0,0
bussord,2.95,0,0
bust,1.15,715,1312
bustard,2.2,33,3
bustards,2.4,7,0
bustect,2.75,0,0
busted,1.4,86,1062
buster,1.65,124,184
busties,1.85,0,0
bustind,2.1,0,0
busting,1.4,55,278
bustle,1.8,254,39
bustled,1.75,132,2
bustles,1.8,14,1
bustling,1.85,277,11
busts,1.45,90,70
busy,1.55,5128,5214
but,1,456072,121176
butane,2.55,71,12
butch,1.7,156,58
butched,1.75,0,0
butcher,1.8,885,359
butchered,2.75,68,73
butchers,1.8,234,36
buth,1.7,0,0
buther,1.7,0,0
butler,1.8,1348,344
butlers,1.8,39,27
butt,1.75,447,1856
buttan,2,0,0
buttats,2.85,0,0
butted,1.55,64,22
butter,1.35,2130,945
buttered,1.7,144,37
butters,1.45,20,5
butting,1.5,44,73
buttles,1.8,0,0
buttly,2,0,0
buttock,2.65,36,15
buttocks,2.7,269,87
button,1.85,1694,1322
buttoned,2.75,158,34
buttons,2.1,938,406
buttress,2.75,210,2
buttressed,3.35,65,1
butts,1.8,153,272
buttuct,2.95,0,0
buttudes,2.95,0,0
buvens,2.2,0,0
buvils,2,0,0
buving,1.9,0,0
buvs,1.65,0,0
buxom,2.65,48,4
buy,1.25,12538,9138
buyed,1.75,3,0
buyer,1.95,2708,257
buyers,1.95,1653,114
buying,1.7,4555,1607
buys,1.45,724,345
buzz,1.95,636,357
buzzard,2.6,161,81
buzzards,2.7,75,68
buzzed,1.9,151,45
buzzents,3.05,0,0
buzzer,1.85,74,168
buzzers,1.9,7,15
buzzes,1.85,29,53
buzzing,2,287,194
by,1.5,513078,61693
byb,1.8,0,0
byboss,2.85,0,0
bybossed,3.1,0,0
byc,1.9,0,0
bychies,2.9,0,0
bye,1.45,1765,1097
byelled,1.95,0,0
byes,1.6,19,1
byet,1.75,0,0
byets,1.85,0,0
byg,1.65,0,0
bygists,2.95,0,0
bygone,2.7,103,12
bygones,2.8,46,110
byhoys,2.85,0,0
bying,1.6,0,0
byjones,2.8,0,0
byke,1.75,0,0
byl,1.9,0,0
bylaw,2.2,6,6
bylaws,2.45,13,20
bylead,2.35,0,0
byll,1.75,0,0
byllied,2.25,0,0
byllies,1.85,0,0
bylly,1.8,0,0
byloll,2.9,0,0
bylop,2.15,0,0
byly,2,0,0
bym,1.8,0,0
bymn,1.95,0,0
bympers,2.25,0,0
byoing,1.95,0,0
byoking,1.9,0,0
byos,1.9,0,0
byp,1.8,0,0
bypass,2.55,734,166
bypassed,2.75,99,19
byplay,2.7,3,0
byr,1.8,0,0
byre,1.65,74,0
byreams,2.4,0,0
byreer,2.3,0,0
byres,1.65,10,0
byress,1.95,0,0
byroad,2.3,9,0
byroads,2.45,5,0
bysts,1.85,0,0
bytente,2.95,0,0
byty,2,0,0
byway,2.4,12,7
byways,2.5,41,9
bywig,2.6,0,0
bywind,2.65,0,0
bywine,2.5,0,0
byword,2.7,39,2
bywords,2.7,4,1
byx,1.8,0,0
cab,1,1547,1709
cabal,1.9,32,11
cabals,1.9,13,2
cabbage,2.7,367,129
cabbed,1.7,0,0
cabbies,1.95,28,7
cabbiun,2.9,0,0
cabby,1.85,31,20
cabe,1.3,3,0
caber,1.8,7,12
cabin,1.95,1118,937
cabins,1.95,171,42
cable,1.65,1907,850
cabled,1.7,48,19
cables,1.7,619,104
cabling,1.9,124,3
cabman,2.1,9,4
cabs,1.15,134,98
cabtin,1.95,0,0
cabuin,2.6,0,0
caccos,2.4,0,0
caceared,2.8,0,0
caced,1.45,0,0
cache,1.8,398,31
cached,1.7,37,0
caches,1.6,54,3
cachet,1.75,29,7
caching,1.8,24,1
cachous,2.5,4,0
cacier,1.85,0,0
caciers,2,0,0
cacing,1.45,0,0
cacked,1.3,2,1
cacker,1.7,0,0
cackle,1.65,63,15
cackled,1.75,57,0
cackles,1.6,10,23
cackling,1.9,42,31
cacks,1.3,0,0
cacoaned,2.95,0,0
cacoocs,2.8,0,0
cacorked,2.85,0,0
cactage,2.5,0,0
cacti,2,43,3
cactus,2,84,111
cacurts,2.8,0,0
cad,1,281,46
cadacks,2.9,0,0
cadact,2.8,0,0
cadae,1.9,0,0
cadaed,1.95,0,0
cadbain,2.9,0,0
cadbained,3.15,0,0
cadchan,2.95,0,0
caddie,1.85,237,9
caddied,1.85,26,3
caddies,1.65,98,1
caddish,2.4,3,0
caddose,2.85,0,0
caddric,2.85,0,0
caddus,2.15,0,0
caddy,1.75,33,78
cadence,2.6,52,13
cadet,1.9,204,101
cadets,1.9,207,63
cadfure,2.85,0,0
cadge,1.65,21,1
cadged,1.8,7,0
cadgers,1.8,4,0
cadgier,1.9,0,0
cadging,1.95,11,3
cadhet,1.9,0,0
cadhets,2.15,0,0
cadived,2.55,0,0
cadlion,2.6,0,0
cadlions,2.7,0,0
cadlives,2.85,0,0
cadlor,2.55,0,0
cadmium,2.9,128,6
cadmy,1.95,0,0
cadre,1.8,95,9
cadres,1.8,144,4
cads,1.1,10,4
cadtars,2.4,0,0
cadtike,2.9,0,0
cadtives,2.7,0,0
cadze,1.85,0,0
caem,1.85,0,0
caemor,2.75,0,0
caeross,2.7,0,0
caesar,2.65,465,4
caesings,2.6,0,0
cafamle,2.95,0,0
cafand,2.85,0,0
café,1.95,0,243
cafees,1.95,0,0
cafel,1.95,0,0
cafés,1.95,0,15
caff,1.75,25,1
caffed,1.85,0,0
caffeine,2.95,146,124
caffoose,3.5,0,0
caffs,1.8,4,0
caflon,2.2,0,0
caft,1.45,0,0
caftan,2.35,14,4
cagciym,3.35,0,0
cage,1.1,1021,810
cagecilly,3.85,0,0
caged,1.3,157,68
cagente,2.7,0,0
cages,1.2,325,121
cagey,1.85,54,25
cagged,1.35,0,0
caggers,1.85,0,0
caggies,2,0,0
caging,1.5,8,1
cagits,2,0,0
cagocks,2.75,0,0
cagone,2,0,0
cagoule,2.75,19,0
cagu,1.95,0,0
cague,1.85,0,1
cahoots,2.6,18,30
caicets,2.35,0,0
caids,1.75,0,0
caifs,1.85,0,0
caili,2,0,0
cails,1.2,0,0
caiman,1.9,3,0
caints,1.75,0,0
caique,2.2,9,0
caiques,2.25,6,0
cairn,1.9,149,3
cairns,1.9,236,1
cais,1.5,3,0
caisson,2.8,26,2
caissons,2.8,7,6
caiths,1.95,0,0
caize,1.9,0,0
caj,1.5,0,0
cajole,2.2,54,7
cajoled,2.35,53,3
cajume,2.85,0,0
cak,1.3,0,3
cake,1,2807,2197
cakebon,2.85,0,0
caked,1.3,68,9
cakes,1.05,984,268
caking,1.35,10,0
calasks,2.65,0,0
calcic,2.7,4,0
calcium,2.75,1256,77
calcorling,3.45,0,0
cald,1.55,1,0
calends,2.6,5,0
calens,1.95,0,0
calf,1.75,648,132
calfskin,3.2,9,9
calftan,2.8,0,0
calfworm,3.7,0,0
caliph,2.65,46,6
caliphs,2.85,6,0
calk,1.55,0,0
calked,1.6,0,0
calker,1.7,0,0
calking,1.6,6,0
calkmess,2.9,0,0
calks,1.6,0,0
calkwold,3.9,0,0
call,1.15,19484,38761
calla,1.85,6,8
callags,2.25,0,0
callas,1.85,28,0
callboy,2.4,3,0
called,1.55,33041,17144
caller,1.8,361,175
callers,1.95,238,40
calling,1.5,4429,6009
callings,1.95,12,1
callip,2,0,0
callod,1.9,0,0
callous,1.95,198,50
callow,1.65,71,10
calls,1.2,6201,4018
callus,1.85,18,10
calm,1.65,2966,2998
calmed,1.75,262,85
calmer,1.85,180,34
calmest,2.1,3,0
calming,1.8,366,54
calmly,2,794,114
calmnen,2.8,0,0
calmnent,2.9,0,0
calmnents,3.15,0,0
calmness,2.55,87,5
calms,1.65,35,55
calped,1.6,0,0
calps,1.6,0,0
calstate,2.95,0,0
calt,1.35,0,0
calts,1.4,0,0
calve,1.65,14,0
calved,1.6,22,0
calves,1.65,435,81
calvin,1.9,176,1
calving,1.7,79,0
calyx,2.5,37,0
cam,1,425,60
cambed,1.8,0,0
camber,1.6,53,0
cambered,1.9,10,0
cambette,3.05,0,0
cambettes,3.2,0,0
cambrags,2.95,0,0
cambric,2.9,25,0
came,1,47172,23256
camed,1.2,0,0
camedes,2.75,0,0
camel,1.85,419,219
camels,1.9,180,63
camethee,3.95,0,0
caming,1.3,0,0
cammer,1.7,0,0
camn,1.7,0,0
camp,1.15,3470,2309
campace,2.75,0,0
campaign,2.6,9518,825
campaigned,3.1,356,12
campaigns,2.55,1433,46
camped,1.5,173,59
camper,1.6,45,70
campers,1.6,55,38
campground,3.45,4,9
camphor,2.8,26,6
campiants,3.05,0,0
campie,2,0,0
campied,1.95,0,0
campies,2,0,0
campigns,2.5,0,0
camping,1.55,430,293
campion,2.05,94,0
campions,2.2,3,0
campirched,3.95,0,0
cample,1.9,0,0
camples,1.95,0,0
camps,1.2,1169,190
campsite,2.75,116,29
campsites,2.75,36,5
campus,1.9,629,520
camrin,2.35,0,0
cams,1,76,23
camshaft,3.65,13,10
camshafts,3.7,4,2
camskar,3,0,0
camstifts,3.6,0,0
camwic,2.8,0,0
camy,1.75,0,0
can,1,236321,234662
canal,1.75,2163,189
canals,1.9,480,32
canamed,2.4,0,0
canans,1.85,0,0
canard,1.95,23,5
canards,2.2,4,1
canbessed,2.95,0,0
canbide,2.6,0,0
canbin,2.05,0,0
cancan,2.1,3,13
cance,1.65,2,0
cancel,1.85,892,792
cancelled,2.8,1214,321
cancelling,2.8,199,39
cancels,1.85,61,25
cancer,1.65,4216,1027
cancers,1.65,479,19
canch,1.8,0,0
canchuy,2.9,0,0
canciest,1.85,0,0
canciun,2.9,0,0
canco,1.95,0,0
cancon,1.75,0,0
candail,2.6,0,0
candid,1.95,155,77
candied,1.8,33,13
candies,1.75,3,51
candle,1.85,802,393
candles,1.8,788,504
candot,1.95,0,0
candots,2,0,0
candour,2.6,95,15
candpe,2.1,0,0
candped,1.95,0,0
candping,2.05,0,0
cands,1.4,0,0
candy,1.65,368,1430
cane,1,473,245
caned,1.4,22,6
canelle,2.75,0,0
canens,1.9,0,0
caner,1.5,0,0
canes,1.05,113,22
canfon,1.8,0,0
canfoon,2.75,0,0
cang,1.25,0,0
cangos,1.9,0,0
cangoss,2.45,0,0
cangossed,3.25,0,0
cangsotes,3.25,0,0
canhage,2.7,0,0
canies,1.65,0,0
canine,1.9,194,74
canines,1.95,31,9
caning,1.5,28,4
caniyas,2.8,0,0
cank,1.05,0,0
canked,1.3,0,0
canker,1.55,16,14
cankers,1.6,5,0
canks,1.25,0,0
canky,1.75,0,0
canmet,2,0,0
canmi,2,0,0
canna,1.75,35,3
cannals,1.85,0,0
cannas,1.85,7,0
canneb,1.95,0,0
canned,1.5,215,198
cannied,1.8,0,0
cannien,2.2,0,0
cannies,1.7,0,0
canning,1.5,151,6
cannod,1.85,0,0
cannon,1.75,659,322
cannoned,2.45,52,0
cannons,1.8,126,82
cannot,1.95,6,6380
canny,1.7,147,10
canoe,1.8,400,150
canoed,1.75,6,0
canoes,1.8,131,32
canon,1.65,991,29
canons,1.7,247,14
canopes,2.15,0,0
canossed,2.75,0,0
canown,2.15,0,0
canpens,2,0,0
cans,1,578,379
cansal,1.9,0,0
cansan,1.95,0,0
cansaned,2.85,0,0
cansas,1.9,0,0
cansat,2.15,0,0
canse,1.6,0,0
cansi,1.9,0,0
cansin,2,0,0
cansir,2.5,0,0
cansirs,2.55,0,0
cansons,1.8,0,0
canssheel,3.85,0,0
canssheeled,4.75,0,0
canst,1.8,15,23
cansus,1.95,0,0
cant,1.1,101,112
cantab,2,10,0
cantats,2.05,0,0
canted,1.45,11,0
cantede,2.15,0,0
canteen,2.35,564,76
canteens,2.65,94,32
canter,1.5,128,6
cantered,1.85,45,0
canting,1.55,10,0
canto,1.7,74,5
cantoins,2.1,0,0
canton,1.55,170,0
cantonds,2.4,0,0
cantons,1.6,60,1
cantoots,2.7,0,0
cantor,1.7,44,7
cantors,1.75,3,0
cantos,1.65,73,0
cantose,2.3,0,0
cants,1.2,2,0
canuck,2.7,3,0
