spell,old20,bnc,subtlex
mortar,2.1,614,86
mortared,2.65,18,2
mortars,2.1,124,41
mortends,2.7,0,0
morterd,2.45,0,0
mortest,2.05,0,0
mortgage,2.5,2879,289
mortgaged,2.7,77,15
morth,1.6,0,0
morthbiece,4.25,0,0
mortign,2.7,0,0
mortise,2.45,52,3
mortised,2.65,5,0
mortisks,2.8,0,0
mortnie,2.85,0,0
mortrimes,2.95,0,0
mortry,2.2,0,0
mory,1.65,0,0
mosale,1.95,0,0
mosees,1.9,0,0
moselle,2.7,27,0
mosered,2.1,0,0
mosers,1.6,0,0
moses,1,596,8
mosey,1.85,16,32
moslem,2.5,562,1
moslems,2.65,256,0
mosles,1.9,0,0
mosque,2.4,313,49
mosques,2.4,106,4
moss,1.1,856,65
mosser,1.8,0,0
mosses,1.4,116,0
mossly,2.05,0,0
mossy,1.65,73,2
most,1.35,98759,15492
moster,1.5,0,2
mostewn,2.85,0,0
mostly,1.9,3947,974
mostored,2.4,0,0
mosts,1.55,0,0
mosules,2,0,0
mosy,1.55,0,0
mosys,1.9,0,0
mot,1,110,1
motace,2.35,0,0
motand,2.55,0,0
motaoued,2.85,0,0
motawn,2.85,0,0
motchcul,3.85,0,0
motchly,2.95,0,0
motchwane,3.95,0,0
mote,1,29,11
motel,1.7,142,762
motels,1.75,32,49
motens,1.85,0,0
motes,1,41,0
motet,1.8,44,1
motets,1.85,75,0
moth,1.55,280,91
mothal,2.25,0,0
mothball,3.35,6,4
mothballs,3.55,33,30
mother,1.7,26254,19376
mothered,2.05,9,7
mothers,1.75,3304,560
mothnage,3.35,0,0
mothnaged,3.75,0,0
moths,1.6,260,46
motif,2.1,897,33
motifs,2.1,363,4
moting,1.4,0,0
motion,1.75,4627,851
motioned,2.75,150,4
motions,1.75,658,83
motite,1.95,0,0
motive,1.9,1043,649
motives,2.1,1028,163
motley,2,142,13
motlin,2.5,0,0
motor,1.85,4729,557
motored,2.1,44,1
motors,1.85,638,55
motprer,2.85,0,0
motprers,2.95,0,0
mottace,2.8,0,0
mottan,2.25,0,0
motters,1.6,0,0
motting,1.65,0,0
mottish,2.35,0,0
mottle,1.75,4,0
mottled,1.85,142,0
motto,1.9,346,259
mottoes,2.3,13,1
mouched,1.75,0,0
mouching,1.75,0,0
moudy,1.85,0,0
mouge,1.85,0,0
mough,1.6,0,0
moughs,1.65,0,0
mought,1.75,0,0
moulde,1.75,0,0
moulded,1.9,442,8
moulder,1.75,20,0
mouldered,2.5,4,0
moulders,1.85,7,0
moulding,1.9,255,1
mouldings,2.65,110,0
mouldy,2.05,115,3
mouling,1.7,0,0
moultails,3.25,0,0
moultays,2.95,0,0
moulted,1.9,3,0
moulting,1.9,41,0
mounced,1.85,0,0
mounces,1.85,0,0
mound,1.5,487,77
mounds,1.5,246,15
moundtracts,3.9,0,0
moundtrash,4,0,0
mounging,1.9,0,0
mount,1.7,1739,198
mountain,2.55,3961,1408
mountains,2.55,2832,850
mountdies,2.7,0,0
mounted,1.9,2006,116
mountie,2.45,26,7
mounties,2.25,8,1
mounting,1.9,1076,54
mounts,1.7,230,33
mouped,1.85,0,0
mour,1.4,0,1
moured,1.65,0,0
mourged,1.95,0,0
mourn,1.85,134,124
mourned,1.95,104,18
mourner,2,17,7
mourners,2.2,217,27
mournful,3,132,24
mourning,1.95,468,166
mourns,1.85,25,13
mourse,1.8,0,0
moursed,1.85,0,0
mourses,1.8,0,0
moursing,1.85,0,0
mourt,1.8,0,0
mourted,1.8,0,0
mouse,1.35,1884,750
moused,1.6,0,0
mouseflep,3.75,0,0
mousefleps,3.85,0,0
mouser,1.75,15,4
mouses,1.45,13,3
mousetrap,3.75,39,24
mousetraps,3.75,6,6
mousse,1.9,223,54
mousses,1.8,18,1
moust,1.55,0,0
moustache,3.7,607,179
mousy,1.85,43,25
mouth,1.65,9353,5133
mouthbils,3.5,0,0
mouthed,2,125,16
mouthful,2.7,407,85
mouthfuls,3.45,82,2
mouthing,2,86,44
mouthpiece,4.35,169,44
mouths,1.8,606,262
mouthwash,3.7,21,44
move,1.15,20427,15590
moved,1.6,14575,3474
movement,2.75,13504,708
movements,2.75,4388,237
movens,1.8,0,0
mover,1.5,173,22
movers,1.6,100,52
moves,1.25,3614,1389
movie,1.9,1797,6103
movies,1.9,1044,2275
moving,1.75,9817,5744
mow,1,80,104
mowa,1.8,0,0
mowed,1.35,36,33
mower,1.45,157,74
mowers,1.5,42,11
mowid,1.95,0,0
mowing,1.4,102,44
mown,1.5,75,2
mowncall,3.5,0,0
mowncalls,3.7,0,0
mowny,1.85,0,0
mows,1.1,3,9
mowst,1.85,0,0
mowths,1.85,0,0
moxed,1.6,0,0
moxer,1.8,0,0
moxers,1.8,0,0
moxpence,3.5,0,0
moxteenths,3.7,0,0
moxty,2,0,0
mozzle,1.85,0,0
mozzled,2,0,0
mozzles,1.9,0,0
mt,1,184,0
mu,1.25,219,31
mub,1.3,0,0
mubal,1.95,0,0
mubber,1.9,0,0
mubbers,1.9,0,0
mubble,1.85,0,0
mube,1.75,0,0
mubier,2,0,0
mubs,1.3,0,0
mubto,2.35,0,0
mucate,2.15,0,0
muccer,2.2,0,0
muce,1.55,0,0
muced,1.85,0,0
muces,1.7,0,0
much,1.7,92142,48812
muching,1.85,0,0
muchness,2.85,4,1
muchy,1.8,0,1
muck,1.1,351,92
muckboom,3.7,0,0
muckboomed,4.6,0,0
mucked,1.65,44,7
mucket,1.85,0,0
muckets,1.9,0,0
mucking,1.65,135,20
muckle,1.85,28,0
muckroods,3.65,0,0
mucks,1.35,10,4
mucky,1.7,96,3
mucond,2.85,0,0
muconds,2.9,0,0
mucous,2.65,106,16
muct,1.7,0,0
muction,1.85,0,0
muctioned,2.6,0,0
muctions,2.1,0,0
muctor,2.25,0,0
mucus,1.9,228,21
mud,1.4,1921,674
mudal,1.85,0,0
mudalled,2.75,0,0
mudbeard,3.3,0,0
mudceards,3.85,0,0
mudden,1.8,0,0
muddens,2,0,0
muddest,2.3,0,0
muddied,1.8,37,4
muddier,1.85,4,0
muddies,1.7,8,0
muddle,1.55,267,21
muddled,1.45,248,17
muddles,1.5,24,0
muddy,1.85,633,105
mude,1.5,0,0
mudemns,2.95,0,0
mudend,2.7,0,0
mudewn,2.95,0,0
mudflats,3.1,47,0
mudged,1.65,0,0
mudging,1.65,0,0
mudguard,3.6,5,0
mudguards,3.7,15,0
mudic,1.9,0,0
mudli,2.35,0,0
mudlis,2.5,0,0
muds,1.5,40,0
mudshare,3.75,0,0
muduke,2.85,0,0
mudumns,2.95,0,0
mudy,1.85,0,0
mue,1.3,0,0
mueaker,2.45,0,0
mueaking,2.25,0,0
mued,1.7,0,0
mueening,2.65,0,0
mueezing,2.5,0,0
muefy,2.1,0,0
muelled,1.8,0,0
muenist,3,0,0
muenos,2.7,0,0
muerns,2.15,0,0
muesli,2.95,78,2
muested,1.9,0,0
muesting,1.9,0,0
muff,1.55,30,22
muffed,1.6,10,7
muffin,1.85,53,239
muffing,1.5,3,0
muffins,1.9,47,165
muffle,1.8,34,9
muffled,1.75,422,87
muffler,2.05,16,36
mufflers,2.4,4,4
muffles,1.75,5,2
muffling,1.9,22,0
muffols,2.8,0,0
muffs,1.55,9,2
mufti,2.35,199,0
muftis,2.55,59,0
mug,1.1,784,337
muggats,2.8,0,0
mugged,1.6,111,135
mugger,1.65,65,46
muggers,1.85,81,45
mugging,1.6,88,54
muggings,2.25,31,10
muggins,2,11,0
muggling,1.85,0,0
muggy,1.85,29,5
muglid,2.75,0,0
mugs,1.25,294,111
mujik,2.6,0,0
muke,1.6,0,0
mukes,1.6,0,0
muking,1.75,0,0
mulact,2.65,0,0
mulas,1.85,0,0
mulch,1.75,69,21
mulched,1.9,8,1
mulchers,2.5,0,0
mulches,1.85,19,0
mulchies,2.6,0,0
mulching,2.2,21,2
mulchings,2.8,0,0
mulct,1.9,2,0
mulcted,2.25,3,0
mulcts,2.15,1,0
mulcty,2.6,0,0
mule,1.5,188,323
mules,1.55,144,115
mulints,2.55,0,0
mulish,2.3,8,3
mulkly,2,0,0
mull,1.25,173,19
mullaes,2.35,0,0
mullah,2.3,41,0
mullahs,2.6,39,1
mulled,1.5,52,3
mullee,1.9,0,0
mullein,2.35,11,0
mulles,1.75,0,0
mullet,1.65,30,17
mulling,1.55,50,14
mullion,2.15,9,0
mullioned,2.85,42,1
mullions,2.35,22,0
mullob,2.6,0,0
mullorn,2.9,0,0
mullous,2.4,0,0
mulls,1.3,9,0
mully,1.65,0,0
mulpt,1.95,0,0
mulpted,2.35,0,0
mum,1.35,8611,491
mumble,1.6,70,35
mumbled,1.6,465,6
mumbles,1.6,49,24
mumbling,1.7,108,98
mumer,1.95,0,0
mumic,1.9,0,0
muming,1.75,0,0
mumis,1.85,0,0
mummed,1.8,0,0
mummers,1.8,13,1
mummies,1.85,59,30
mumming,1.85,7,1
mummy,1.75,2578,230
mumpa,1.95,0,0
mumping,1.65,0,0
mumple,1.9,0,0
mumples,1.9,0,0
mumps,1.55,25,54
mums,1.4,414,12
munance,2.75,0,0
munand,2.85,0,0
munaved,2.8,0,0
munced,1.9,0,0
munch,1.65,103,32
munched,1.7,50,8
munches,1.7,6,0
munching,1.75,106,13
muncy,1.95,0,0
mundane,2.8,444,41
munder,1.7,0,0
munders,1.75,0,0
mundot,2.85,0,0
mundude,2.9,0,0
mune,1.55,0,0
munged,1.85,0,0
munging,1.85,0,0
mungs,1.8,0,0
municked,2.65,0,0
munior,2.25,0,0
munked,1.75,0,0
munnons,2.7,0,0
munsing,1.9,0,0
munted,1.75,0,0
munters,1.8,0,0
munting,1.7,0,0
muntod,2.55,0,0
munu,1.95,0,0
muoter,1.9,0,0
muotes,1.85,0,0
muoying,1.95,0,0
mupe,1.75,0,0
mupeyas,3.05,0,0
muphet,2.7,0,0
muphets,2.7,0,0
muplids,2.95,0,0
muplip,2.9,0,0
mupo,2,0,0
mupos,2,0,0
mupped,1.7,0,0
mups,1.35,0,0
mupshe,2.8,0,0
mupshed,2.35,0,0
mupshes,2.2,0,0
mural,1.8,166,51
murals,1.9,88,18
murans,1.95,0,0
murbet,2.6,0,0
murbets,2.65,0,0
murbiew,2.9,0,0
murbod,2.8,0,0
murcher,1.9,0,0
murd,1.75,0,1
murder,1.95,5935,5277
murdered,2.2,1659,1850
murders,1.95,662,723
murdid,2.5,0,0
murds,1.8,0,0
murdyr,2.65,0,0
murdyrs,2.75,0,0
murills,2.35,0,0
murk,1.7,47,4
murky,1.85,245,31
murmur,2.75,403,47
murmured,2.8,1967,3
murmurs,2.75,126,27
murmy,1.9,0,0
murn,1.7,0,0
murogs,2.6,0,0
murone,2.4,0,0
murper,1.95,0,0
murphy,2.85,960,3
murps,1.85,0,0
murrain,2.9,7,0
murred,1.8,0,0
murrels,2.5,0,0
murrorn,2.85,0,0
murrow,1.9,1,0
murrs,1.9,0,0
murstes,2.25,0,0
mursting,1.95,0,0
murtbat,3,0,0
murtide,2.9,0,0
murtie,2.35,0,0
murting,1.9,0,0
murtish,2.6,0,0
murtols,2.85,0,0
murts,1.85,0,0
murtti,2.8,0,0
mus,1.1,84,5
muscle,2.15,1783,657
muscled,1.95,102,7
muscles,2,2043,372
muse,1.3,186,91
mused,1.55,343,4
musees,1.85,0,0
musemess,2.9,0,0
muses,1.35,134,14
museum,2.75,6800,705
museums,2.8,1388,101
mush,1.2,75,89
mushroom,3.35,336,95
mushroomed,3.95,43,3
mushrooms,3.4,565,133
mushy,1.6,68,75
mushyl,2.3,0,0
music,2,15019,6912
musing,1.65,79,11
musings,2.05,40,5
musk,1.3,69,22
muskers,1.8,0,0
musket,1.95,60,31
muskets,2,53,18
muskrat,3.05,10,17
muskrats,3.35,3,1
musky,1.65,41,6
muslim,2.55,1068,15
muslims,2.7,609,24
muslin,2.5,137,6
musons,2.1,0,0
musop,2.15,0,0
musowed,2.7,0,0
muspy,1.85,0,0
muss,1.2,7,29
mussace,2.85,0,0
musse,1.7,0,0
mussed,1.6,9,16
mussel,1.85,86,10
mussels,1.9,194,28
musser,1.8,0,0
mussrare,3.4,0,0
must,1.15,72571,33334
mustang,2.4,32,27
mustangs,2.8,18,11
mustard,2.4,487,256
muster,1.65,376,65
mustered,1.9,88,18
musters,1.8,18,1
musty,1.55,141,21
mutal,1.85,0,0
mutant,2.5,523,144
mutants,2.7,158,104
mutate,1.9,27,23
mutates,1.9,12,4
mute,1.45,259,115
muted,1.7,385,16
mutely,2.1,52,2
mutes,1.55,16,4
muthes,1.9,0,0
muting,1.75,13,0
mutives,2.5,0,0
muts,1.05,0,0
mutt,1.7,34,174
mutta,1.9,1,0
mutter,1.6,166,15
muttered,1.65,1623,11
mutters,1.6,50,20
mutting,1.45,0,0
muttish,2.6,0,0
muttled,1.95,0,0
mutton,2.15,201,36
mutts,1.75,1,25
mutual,2.65,2250,323
muven,2,0,0
muxpled,2.65,0,0
muzak,2.65,47,1
muzzle,1.7,197,75
muzzled,1.7,53,6
muzzles,1.7,44,4
muzzy,2,25,3
my,1.45,152626,291721
myance,2.25,0,0
myb,1.9,0,0
mybage,2.9,0,0
mybange,2.95,0,0
myberg,2.95,0,0
mybes,1.95,0,0
myd,1.7,0,0
myeah,2.1,0,0
myg,1.75,0,0
myl,1.95,0,0
mylans,2.4,0,0
mylly,2,0,0
mylup,2.95,0,0
mym,1.7,0,0
mynah,2.45,5,17
myndios,2.95,0,0
myndip,2.95,0,0
mynia,1.95,0,0
mynops,2.7,0,0
myntem,2.85,0,0
myp,1.8,0,0
mype,1.9,0,0
myriad,2.65,302,28
myriads,2.75,39,1
myrigned,2.95,0,0
myrrh,2.65,33,9
myrtle,2.5,86,2
myrtles,2.6,4,0
myruds,2.8,0,0
mys,1.85,3,2
myself,2.85,12542,17347
mysteds,2.65,0,0
mystic,2.5,223,42
mystics,2.6,158,20
mystique,3.2,167,28
myth,1.85,1494,341
mythic,2.55,98,19
myths,1.8,568,61
myx,1.85,0,0
na/c,2,0,0
nab,1.25,104,34
nabbed,1.9,25,34
nabbing,1.9,3,1
nabel,1.85,0,0
nabils,1.95,0,0
nabob,2.3,5,1
nabs,1.4,7,7
nacal,1.85,0,0
nacelle,2.8,3,7
nacelles,2.85,5,4
nacesains,3.95,0,0
nacial,2.2,0,0
nacre,1.95,3,0
nacuncts,3.5,0,0
nacuote,2.95,0,0
nacuyas,2.95,0,0
nacuyled,3.45,0,0
nade,1.4,0,0
nades,1.5,0,0
nadir,2.1,126,2
nadj,1.95,0,0
nads,1.35,0,18
naduons,2.95,0,0
naduym,3,0,0
nafties,2,0,0
nag,1.15,120,97
nage,1.35,0,1
nagged,1.45,78,16
nagging,1.5,297,118
nags,1.2,31,17
nagur,2.15,0,0
naiad,1.95,5,0
naiads,2.3,10,0
nail,1.25,759,846
nailbrush,3.7,2,0
nailed,1.5,246,351
nailing,1.5,41,50
nails,1.35,1345,515
nailskesh,3.95,0,0
naira,1.95,23,0
naive,1.85,771,307
naked,1.6,2049,1839
nakest,2,0,0
nale,1.25,0,0
nalfing,2,0,0
nalfska,3.8,0,0
nalier,2,0,0
nalign,2.5,0,0
nalives,2.15,0,0
nally,1.6,0,4
nalting,1.85,0,0
namb,1.7,0,0
nambent,2.75,0,0
nambis,2,0,0
name,1.4,26305,31694
named,1.65,4729,3492
nameless,2.4,152,54
namely,1.85,2164,26
nameplate,3.55,25,7
nameplates,3.65,15,2
names,1.6,7771,2667
namesake,3.7,119,10
namesakes,3.7,12,0
naming,1.85,467,101
nammy,1.8,0,0
namp,1.5,0,0
namped,1.7,0,0
namply,1.9,0,0
nams,1.3,0,0
namway,2.85,0,0
nan,1.15,517,3
nander,1.75,0,0
nanders,1.8,0,0
nandow,2.8,0,0
nanely,1.85,0,0
nank,1.45,0,0
nannies,1.9,81,28
nanny,1.8,636,306
nansies,1.85,0,0
nansy,1.85,0,1
nap,1,200,626
napalm,2.7,48,63
nape,1.4,217,12
naped,1.55,0,0
napes,1.5,13,0
naphouse,2.9,0,0
naphtha,3.95,26,3
napium,2.8,0,0
napjans,2.85,0,0
napkin,2.6,196,170
napkins,2.7,121,122
napmeg,2.65,0,0
napmegs,2.85,0,0
napped,1.45,5,5
nappies,1.95,219,8
napping,1.45,42,61
nappy,1.75,176,26
naps,1.05,26,42
narc,1.85,1,67
narconers,2.9,0,0
narcs,1.9,1,11
narel,1.95,0,0
narging,1.85,0,0
nark,1.55,26,3
narked,1.75,15,5
narking,1.8,3,1
narks,1.6,7,0
narky,1.75,4,0
narmaning,2.95,0,0
narraged,2.4,0,0
narrate,2.45,18,12
narrates,2.4,16,0
narrays,2.55,0,0
narred,1.7,0,0
narrocks,2.8,0,0
narrow,1.65,5024,334
narrowed,2.2,824,80
narrows,1.7,122,59
nars,1.15,0,0
narse,1.85,0,0
narswact,4,0,0
narves,1.85,0,0
narwhal,2.95,16,4
narwhals,3.45,10,0
nas,1.3,57,1
nasal,1.85,283,95
nasals,2.15,21,0
nascent,2.5,97,5
nase,1.6,0,1
nased,1.75,0,0
nashed,1.5,0,0
nasian,2.55,0,0
nasib,2.3,0,0
nasier,1.85,0,0
nasses,1.6,0,0
nastier,1.8,56,14
nasty,1.8,1796,1031
natace,2.65,0,0
natacks,2.85,0,0
natal,1.85,192,3
nater,1.65,0,0
nathe,1.9,0,0
nathing,1.9,0,0
nation,1.85,4382,967
nations,1.85,4145,228
native,2,2635,323
natives,2.2,376,190
nato,2,1483,0
natones,2.45,0,0
natons,1.9,0,0
natter,1.5,40,2
nattered,1.8,4,0
natty,1.6,61,7
natural,2.5,14315,1992
naturals,2.65,13,15
nature,1.9,18126,2052
natured,2,38,1
natures,1.9,124,33
nauble,1.95,0,0
naubles,1.95,0,0
nauce,1.95,0,0
naugh,1.85,0,0
naught,1.75,69,29
naughtier,2.6,5,1
naughts,2.25,0,0
naughty,2.3,686,439
naunly,2.55,0,0
naunt,1.65,0,0
nauntise,2.95,0,0
naunts,1.7,0,0
nausea,2.65,284,93
naused,1.85,0,1
nauseous,3,80,149
nautch,2,6,1
naval,1.85,1500,180
nave,1.25,448,21
navel,1.65,123,52
navels,1.75,8,7
naves,1.2,17,0
navestate,3.4,0,0
navestates,3.5,0,0
navies,1.9,54,5
navons,2,0,0
navvies,2.5,55,0
navvy,2,25,0
navy,1.75,2029,385
nawed,1.5,0,0
nawps,1.9,0,0
naws,1.3,0,1
nawus,2,0,0
nax,1.45,0,2
nay,1.1,293,66
nays,1.25,0,7
nazi,1.95,802,22
nazis,1.95,445,4
neable,2,0,0
neabled,2.05,0,0
neables,2.05,0,0
neadmy,2.55,0,0
neak,1.5,0,0
neakful,2.8,0,0
neaks,1.65,0,0
neales,2,0,0
neams,1.7,0,0
nean,1.5,0,0
neap,1.65,14,1
neaps,1.7,4,0
near,1.25,17490,4055
nearby,2.1,3580,409
neared,1.7,140,6
nearer,1.7,1405,117
nearest,2,2303,367
nearfise,3.25,0,0
nearing,1.6,323,47
nearly,1.7,11494,1566
nearness,2.05,117,1
nears,1.3,50,8
nearside,3.05,74,0
neartty,2.7,0,0
nease,1.75,0,0
neat,1.25,1729,547
neated,1.65,0,0
neater,1.75,71,18
neatest,2.1,29,15
neating,1.6,0,0
neatly,1.95,1338,66
neatmess,2.75,0,0
neatness,2,79,13
neaty,1.8,0,0
nebb,1.95,0,0
nebgrons,3.45,0,0
nebt,1.65,0,0
nebtract,2.85,0,0
nebts,1.75,0,0
neciest,2.15,0,0
neck,1.7,5634,2956
neckband,3.25,35,1
neckbands,3.35,9,0
neckclink,3.65,0,0
neckcloth,3.4,5,0
neckdoor,3.7,0,0
necked,1.85,30,4
necking,1.85,22,24
necklace,3.05,288,489
necklet,2.55,4,0
necklets,2.65,3,0
neckline,2.6,102,15
necklines,2.7,21,0
necklops,2.95,0,0
necks,1.7,426,162
necksee,2.8,0,0
necksend,3.15,0,0
necktie,2.85,15,59
neckties,2.8,5,22
neckwear,3.45,2,2
necla,2.6,0,0
nect,1.6,0,1
nectar,2.5,147,38
nectorne,2.9,0,0
nects,1.7,0,0
nectuncts,3.95,0,0
nedel,1.95,0,0
nedge,1.7,0,0
nedian,2.6,0,0
neduce,1.9,0,0
neducts,2.4,0,0
nee,1.3,121,18
need,1.4,55791,65122
needed,1.8,16533,4789
needer,1.85,0,0
needest,2.05,0,0
needful,2.85,28,2
needing,1.75,992,400
needle,2,1249,552
needled,1.9,17,4
needles,1.95,1074,235
needless,2.25,553,57
needness,2,0,0
needs,1.55,20177,8048
needy,1.75,249,150
neeler,1.9,0,0
neelest,2.4,0,0
neeling,1.65,0,0
neen,1.75,2,0
neerean,3,0,0
neers,1.55,0,0
negate,1.85,102,18
negates,1.85,27,5
neger,1.85,0,0
negets,1.95,0,0
neggnen,3,0,0
negines,2.45,0,0
neglect,2.65,1205,83
neglects,2.65,84,7
negress,1.85,17,4
negrich,3.05,0,0
negro,2.4,160,26
negroes,2.65,62,3
negroid,2.8,18,0
negus,1.9,23,0
nehis,2,0,0
neidier,2.25,0,0
neigh,1.85,19,7
neighbour,3.6,1776,187
neighbours,3.75,3152,184
neighed,2.45,11,2
neighing,2.6,16,35
neighs,1.9,4,29
neigned,2.15,0,0
neisms,2.35,0,0
neither,1.95,8245,2037
neizes,2.2,0,0
nekible,2.85,0,0
nekibles,2.95,0,0
neldly,2.15,0,0
neles,2,0,0
nelfeds,2.95,0,0
nelleocs,3.15,0,0
nelleun,3,0,0
nelson,2.45,1004,11
nelt,1.35,0,0
nelves,1.7,0,0
nembing,2.15,0,0
nembling,2.15,0,0
nemper,1.95,0,0
nempers,1.95,0,0
nempgreet,4,0,0
nempia,2.9,0,0
nempian,3,0,0
nemping,2,0,0
nemple,2.15,0,0
nemples,2.2,0,0
nempon,2.45,0,0
nempseel,3.85,0,0
nempseels,3.85,0,0
nempsoy,3.1,0,0
nempsoys,3.45,0,0
nempy,2,0,0
nemworns,3.4,0,0
nenceless,2.9,0,0
nenches,1.85,0,0
nenching,1.95,0,0
nend,1.45,0,0
neniants,2.8,0,0
nens,1.3,0,0
nense,1.8,0,0
nensed,1.85,0,0
nensout,3,0,0
nensplands,3.9,0,0
nent,1.1,1,0
nenth,1.9,0,0
nenths,1.9,0,0
nents,1.35,0,0
nenual,2.1,0,0
nenwhal,2.95,0,0
neon,1.85,254,89
nepal,1.9,370,0
nephew,2.8,729,810
nephews,2.9,120,55
nepious,2.55,0,0
neplyne,2.95,0,0
nepot,1.9,0,0
nepped,1.9,0,0
neps,1.65,0,0
neptune,2.9,190,2
nerbstint,3.9,0,0
nerdes,1.95,0,0
nerepence,3.2,0,0
nerepins,2.95,0,0
nerncades,3.55,0,0
nernspash,4.75,0,0
nerror,2.5,0,0
nerve,1.75,1349,1152
nerved,1.85,17,0
nerveless,3.05,29,0
nerves,1.85,1216,534
nerving,1.95,9,1
nervous,2.6,3093,3272
nervy,1.95,62,8
neshteen,3.5,0,0
nesier,1.9,0,0
nesiom,2.9,0,0
ness,1.7,210,13
nessballs,3.7,0,0
nesses,1.95,3,0
nest,1.15,1465,514
nested,1.65,109,3
nesting,1.65,333,28
nestle,1.8,118,9
nestled,1.75,105,21
nestles,1.8,45,0
nestling,1.8,147,0
nestlings,2.7,23,0
nestor,1.95,38,0
nests,1.45,463,22
net,1,6685,699
netal,1.85,0,0
netball,2.9,104,3
netch,1.7,0,0
netched,1.8,0,0
nether,1.8,265,10
nethteens,3.8,0,0
nethteenth,4.35,0,0
netist,2.05,0,0
netlells,3.35,0,0
netlent,2.9,0,0
netroos,2.85,0,0
nets,1.1,692,86
nett,1.6,33,0
netted,1.6,205,12
netting,1.45,318,16
nettle,1.65,124,8
nettled,1.75,26,0
nettles,1.75,163,5
netts,1.75,0,0
network,2.8,7258,704
networks,3.1,1910,96
neubran,3.1,0,0
neural,2.5,527,97
neuter,1.9,35,19
neutered,2.45,45,27
neutral,2.65,1597,190
neutrals,2.7,43,2
neutron,2.8,247,25
neutrons,2.8,278,11
never,1.7,55899,61882
nevive,2.35,0,0
new,1.3,125206,25522
newbeon,3.25,0,0
newborn,2.9,232,112
newcan,2.95,0,0
newel,1.85,18,1
newels,1.9,3,0
newer,1.65,503,49
newest,1.95,367,195
newlick,2.9,0,0
newly,1.95,2724,125
newness,2.2,64,11
news,1.4,14558,7681
newsboy,3.3,12,14
newsboys,3.45,9,4
newscast,3.2,6,27
newscasts,3.35,6,3
newsflash,3.9,21,16
newsman,3,26,14
newsmen,2.95,42,15
newsprint,3.7,100,8
newsreel,3.45,52,36
newsreels,3.5,34,18
newsroom,3.45,93,37
newsrooms,3.6,5,1
newssheet,3.7,9,0
newsstand,3.85,9,52
newsstands,4.1,11,10
newsy,1.9,12,2
newt,1.6,86,19
newton,2.45,1487,5
newts,1.75,56,0
nexed,1.75,0,0
next,1.7,43145,19402
nextbast,3.65,0,0
nexus,1.95,120,24
ni,1.25,631,43
nib,1.2,42,5
nibber,1.8,0,0
nibbers,1.8,0,0
nibble,1.75,86,73
nibbled,1.8,94,8
nibbles,1.8,43,5
nibbling,1.9,117,26
niblick,2.85,4,16
nibness,2.5,0,0
nibs,1.4,30,13
nice,1.45,13186,24414
nicely,1.95,957,436
niceness,2.65,40,10
nicer,1.9,331,371
nicest,2,175,280
niche,1.9,434,47
niches,1.9,144,0
nick,1.3,3166,125
nickdale,3.15,0,0
nickdanes,3.5,0,0
nickdarns,3.9,0,0
nicked,1.5,288,69
nickel,1.85,168,422
nickels,1.95,7,111
nicker,1.45,6,3
nicking,1.65,73,5
nickname,3.3,350,338
nicknamed,3.4,226,33
nicknames,3.3,111,44
nicks,1.4,55,17
nicting,1.95,0,0
nicty,1.9,0,0
niddle,1.65,0,0
niddles,1.7,0,0
nide,1.35,0,0
nided,1.8,0,0
nider,1.75,0,0
nidg,2,0,0
nidgewards,3.8,0,0
nidgewest,3.9,0,0
niding,1.7,0,0
niece,1.85,477,482
niecebour,4.45,0,0
nieces,1.9,90,31
niercing,2.75,0,0
niesands,3.25,0,0
niew,1.9,0,0
niff,1.7,2,0
niffbag,3.5,0,0
niffling,2.05,0,0
niffman,3.05,0,0
niffroom,3.95,0,0
niffstand,3.85,0,0
nifier,1.9,0,0
nifly,1.9,0,0
nifting,1.85,0,0
nifty,1.9,57,62
niger,1.8,129,0
nigged,1.7,0,0
nigger,1.6,194,847
niggers,1.65,44,285
niggle,1.7,41,1
niggled,1.7,26,0
niggles,1.65,34,0
niggling,1.85,109,1
nigh,1.8,70,40
nighes,1.9,0,0
night,1.4,36529,42911
nightcap,3.1,55,86
nightcaps,3.2,3,1
nightclarts,3.75,0,0
nightcliff,3.75,0,0
nightclirths,4.45,0,0
nightclothes,4.75,23,0
nightclub,3.7,322,227
nightclubs,3.8,112,55
nightdrab,3.8,0,0
nightdress,3.6,193,4
nightfall,3.3,168,118
nightgor,2.85,0,0
nightgown,3.35,77,100
nightgowns,3.6,11,11
nighthawk,3.3,7,2
nighthawks,3.55,3,0
nighthiors,3.6,0,0
nighthipe,3.05,0,0
nightie,2.5,86,35
nighties,2.45,19,6
nightjar,2.8,18,0
nightjars,2.9,11,1
nightlapsed,4.4,0,0
nightlaves,3.35,0,0
nightlife,3.05,134,28
nightlight,3.4,9,4
nightlights,3.6,6,0
nightly,2,237,64
nightmafe,2.95,0,0
nightmare,2.95,1441,1103
nightmares,3.2,327,343
nights,1.5,2797,1670
nightshade,3.65,30,8
nightshale,3.4,0,0
nightshirt,3.45,49,11
nightshirts,3.5,11,1
nightshock,3.65,0,0
nightshone,3.5,0,0
nightstick,3.65,10,20
nighttape,3,0,0
nighttime,3.2,27,93
nighttire,2.9,0,0
nighttires,3.05,0,0
nighttop,2.9,0,0
nighttops,3,0,0
nightwill,3.35,0,0
nightwogs,3.3,0,0
nightwolds,3.7,0,0
nightwurs,3.15,0,0
